time,min_depth,max_depth,failure
1.0305e+07,3.4,3.4,1
1.03059e+07,3.4,3.4,1
1.03077e+07,3.4,3.4,1
1.03095e+07,3.4,3.4,1
1.03104e+07,3.4,3.4,1
1.03113e+07,3.4,3.4,1
1.03122e+07,3.4,3.4,1
1.03149e+07,3.4,3.4,1
1.03158e+07,3.4,3.4,1
1.03167e+07,3.4,3.4,1
1.03176e+07,3.4,3.4,1
1.03185e+07,3.4,3.4,1
1.03203e+07,3.4,3.4,1
1.03221e+07,3.4,3.4,1
1.0323e+07,3.4,3.4,1
1.03239e+07,3.4,3.4,1
1.03248e+07,3.4,3.4,1
1.03257e+07,3.4,3.4,1
1.03266e+07,3.4,3.4,1
1.03284e+07,3.4,3.4,1
1.03311e+07,3.4,3.4,1
1.03473e+07,3.4,3.4,1
1.03482e+07,3.4,3.4,1
1.05003e+07,3.3,3.4,1
1.05021e+07,3.3,3.4,1
1.05039e+07,3.3,3.4,1
1.05066e+07,3.3,3.4,1
1.05075e+07,3.3,3.4,1
1.05093e+07,3.3,3.4,1
1.0512e+07,3.3,3.4,1
1.05138e+07,3.3,3.4,1
1.05147e+07,3.3,3.4,1
1.05156e+07,3.3,3.4,1
1.05165e+07,3.3,3.4,1
1.05174e+07,3.3,3.4,1
1.05183e+07,3.3,3.4,1
1.05192e+07,3.3,3.4,1
1.05211e+07,3.3,3.4,1
1.0522e+07,3.3,3.4,1
1.05255e+07,3.3,3.4,1
1.05265e+07,3.3,3.4,1
1.05939e+07,3.3,3.4,1
1.05948e+07,3.3,3.4,1
1.06056e+07,3.3,3.4,1
1.06065e+07,3.3,3.4,1
1.06075e+07,3.3,3.4,1
1.06084e+07,3.3,3.4,1
1.06092e+07,3.3,3.4,1
1.06101e+07,3.3,3.4,1
1.0611e+07,3.3,3.4,1
1.06164e+07,3.3,3.4,1
1.06173e+07,3.3,3.4,1
1.0621e+07,3.3,3.4,1
1.06227e+07,3.3,3.4,1
1.06237e+07,3.3,3.4,1
1.06246e+07,3.3,3.4,1
1.06272e+07,3.3,3.4,1
1.06281e+07,3.3,3.4,1
1.06309e+07,3.3,3.4,1
1.06326e+07,3.3,3.4,1
1.06335e+07,3.3,3.4,1
1.06354e+07,3.3,3.4,1
1.06372e+07,3.3,3.4,1
1.0638e+07,3.3,3.4,1
1.06399e+07,3.3,3.4,1
1.06408e+07,3.3,3.4,1
1.06507e+07,3.3,3.4,1
1.06516e+07,3.3,3.4,1
1.06525e+07,3.3,3.4,1
1.06534e+07,3.3,3.4,1
1.06579e+07,3.3,3.4,1
1.06588e+07,3.3,3.4,1
1.07335e+07,3.3,3.4,1
1.07362e+07,3.3,3.4,1
1.0738e+07,3.3,3.4,1
1.07407e+07,3.3,3.4,1
1.07443e+07,3.3,3.4,1
1.07452e+07,3.3,3.4,1
1.07461e+07,3.3,3.4,1
1.0747e+07,3.3,3.4,1
1.07488e+07,3.3,3.4,1
1.07497e+07,3.3,3.4,1
1.07506e+07,3.3,3.4,1
1.07542e+07,3.3,3.4,1
1.07551e+07,3.3,3.4,1
1.08271e+07,3.3,3.4,1
1.0828e+07,3.3,3.4,1
1.08325e+07,3.3,3.4,1
1.08334e+07,3.3,3.4,1
1.08343e+07,3.3,3.4,1
1.08352e+07,3.3,3.4,1
1.08361e+07,3.3,3.4,1
1.08379e+07,3.3,3.4,1
1.08388e+07,3.3,3.4,1
1.08397e+07,3.3,3.4,1
1.08406e+07,3.3,3.4,1
1.08415e+07,3.3,3.4,1
1.08424e+07,3.3,3.4,1
1.08433e+07,3.3,3.4,1
1.08568e+07,3.3,3.4,1
1.08577e+07,3.3,3.4,1
1.08595e+07,3.3,3.4,1
1.08604e+07,3.3,3.4,1
1.08613e+07,3.3,3.4,1
1.08622e+07,3.3,3.4,1
1.08631e+07,3.3,3.4,1
1.0864e+07,3.3,3.4,1
1.08658e+07,3.3,3.4,1
1.08676e+07,3.3,3.4,1
1.08685e+07,3.3,3.4,1
1.08856e+07,3.3,3.4,1
1.08865e+07,3.3,3.4,1
1.08991e+07,3.3,3.4,1
1.09e+07,3.3,3.4,1
1.09009e+07,3.3,3.4,1
1.09027e+07,3.3,3.4,1
1.11349e+07,3.3,3.4,1
1.11376e+07,3.3,3.4,1
1.11394e+07,3.3,3.4,1
1.11403e+07,3.3,3.4,1
1.11421e+07,3.3,3.4,1
1.1143e+07,3.3,3.4,1
1.11439e+07,3.3,3.4,1
1.11448e+07,3.3,3.4,1
1.11457e+07,3.3,3.4,1
1.11466e+07,3.3,3.4,1
1.11475e+07,3.3,3.4,1
1.11511e+07,3.3,3.4,1
1.1152e+07,3.3,3.4,1
1.11529e+07,3.3,3.4,1
1.11565e+07,3.3,3.4,1
1.11574e+07,3.3,3.4,1
1.11592e+07,3.3,3.4,1
1.1161e+07,3.3,3.4,1
1.11619e+07,3.3,3.4,1
1.11628e+07,3.3,3.4,1
1.11637e+07,3.3,3.4,1
1.11646e+07,3.3,3.4,1
1.11664e+07,3.3,3.4,1
1.11673e+07,3.3,3.4,1
1.11709e+07,3.3,3.4,1
1.11718e+07,3.3,3.4,1
1.11853e+07,3.3,3.4,1
1.11862e+07,3.3,3.4,1
1.11871e+07,3.3,3.4,1
1.11889e+07,3.3,3.4,1
1.11898e+07,3.3,3.4,1
1.11907e+07,3.3,3.4,1
1.11916e+07,3.3,3.4,1
1.11925e+07,3.3,3.4,1
1.12006e+07,3.3,3.4,1
1.12015e+07,3.3,3.4,1
1.1755e+07,3.3,3.4,1
1.17559e+07,3.3,3.4,1
1.17892e+07,3.3,3.4,1
1.17901e+07,3.3,3.4,1
1.17982e+07,3.3,3.4,1
1.17991e+07,3.3,3.4,1
1.18027e+07,3.3,3.4,1
1.18036e+07,3.3,3.4,1
1.18207e+07,3.3,3.4,1
1.18216e+07,3.3,3.4,1
1.18252e+07,3.3,3.4,1
1.18261e+07,3.3,3.4,1
1.18279e+07,3.3,3.4,1
1.18288e+07,3.3,3.4,1
1.18333e+07,3.3,3.4,1
1.18342e+07,3.3,3.4,1
1.18351e+07,3.3,3.4,1
1.18369e+07,3.3,3.4,1
1.18378e+07,3.3,3.4,1
1.18387e+07,3.3,3.4,1
1.18405e+07,3.3,3.4,1
1.18414e+07,3.3,3.4,1
1.18423e+07,3.3,3.4,1
1.18432e+07,3.3,3.4,1
1.1845e+07,3.3,3.4,1
1.18495e+07,3.3,3.4,1
1.18702e+07,3.3,3.4,1
1.18711e+07,3.3,3.4,1
1.19107e+07,3.3,3.4,1
1.19116e+07,3.3,3.4,1
1.19206e+07,3.3,3.4,1
1.19215e+07,3.3,3.4,1
1.1926e+07,3.3,3.4,1
1.19269e+07,3.3,3.4,1
1.19278e+07,3.3,3.4,1
1.19287e+07,3.3,3.4,1
1.19314e+07,3.3,3.4,1
1.19323e+07,3.3,3.4,1
1.19332e+07,3.3,3.4,1
1.1935e+07,3.3,3.4,1
1.19368e+07,3.3,3.4,1
1.19377e+07,3.3,3.4,1
1.24363e+07,3.3,3.4,1
1.24372e+07,3.3,3.4,1
1.24381e+07,3.3,3.4,1
1.2439e+07,3.3,3.4,1
1.24435e+07,3.3,3.4,1
1.24444e+07,3.3,3.4,1
1.24534e+07,3.3,3.4,1
1.24543e+07,3.3,3.4,1
1.24561e+07,3.3,3.4,1
1.2457e+07,3.3,3.4,1
1.24606e+07,3.3,3.4,1
1.24615e+07,3.3,3.4,1
1.24642e+07,3.3,3.4,1
1.2466e+07,3.3,3.4,1
1.24669e+07,3.3,3.4,1
1.24678e+07,3.3,3.4,1
1.24948e+07,3.3,3.4,1
1.24975e+07,3.3,3.4,1
1.24984e+07,3.3,3.4,1
1.24993e+07,3.3,3.4,1
1.25146e+07,3.3,3.4,1
1.25155e+07,3.3,3.4,1
1.25164e+07,3.3,3.4,1
1.25182e+07,3.3,3.4,1
1.25191e+07,3.3,3.4,1
1.252e+07,3.3,3.4,1
1.25254e+07,3.3,3.4,1
1.25263e+07,3.3,3.4,1
1.25281e+07,3.3,3.4,1
1.2529e+07,3.3,3.4,1
1.25308e+07,3.3,3.4,1
1.25317e+07,3.3,3.4,1
1.25326e+07,3.3,3.4,1
1.25335e+07,3.3,3.4,1
1.25344e+07,3.3,3.4,1
