,alpha,D_0,K_sat,d,Iz_over_K_steady,friction_angle,cohesion,weight_of_water,weight_of_soil,time_of_failure,S,Z,row,col,insar_failtime,insar_prefailtime
1000,0.14058038110328336,9.545293988500593e-06,3.922175336887377e-08,1.7876921080476549,0.3039979395007614,0.4836634167786809,11564.251494692793,9800.747347226748,19177.349724836688,7430400.0,0.14181441,720.7292,557,926,8294400.0,5356800.0
1001,0.14873504007493446,1.8451560174069487e-05,2.33239243245438e-08,1.2071363767086427,0.7775524748152747,0.36650470917142397,19122.593479411556,9800.362640278512,20490.87755489877,7430400.0,0.15012981,652.68146,557,1260,8294400.0,5356800.0
1002,0.15390254800758135,2.2746455156376878e-05,8.612180731154642e-08,2.0020444491557803,0.6633990762475321,0.3369857445460381,13920.248238744887,9800.316879853346,15101.933616283492,7430400.0,0.15012981,652.68146,557,1260,8294400.0,5356800.0
1003,0.15254541714881906,4.022058086757048e-05,3.760059509550998e-08,1.9246587343354609,0.27914724682732184,0.21383606962267832,12439.754485657682,9800.42500853787,24815.775863181294,7344000.0,0.15012981,652.68146,557,1260,8294400.0,5356800.0
1004,0.07234486685149066,5.846614017549137e-05,1.758427211753056e-07,1.3741196547692254,0.26536688303693345,0.4378405579402696,6014.88208584906,9800.77906129244,23189.08391560948,1641600.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1005,0.07693679063460795,4.533906249103438e-05,2.809103616581615e-07,0.9622320462165224,0.13120408513306714,0.4101508945774332,5035.062086525895,9800.464110578268,22767.82040724328,1728000.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1006,0.07416403331344285,5.254664053904386e-05,1.680736955156611e-08,1.9092527903642142,0.1165179768377385,0.2348950110068357,5157.101674592498,9800.711447498335,17256.865748323602,1728000.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1007,0.07588735052718391,1.7600047377782095e-05,2.538601697906933e-08,1.7224331997002167,0.4619673494594736,0.3343538182484487,5894.802128382014,9800.158586858432,18580.223818993327,1814400.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1008,0.07320638949531096,2.5038055291874852e-05,3.4871367487583354e-07,1.0091668958642337,0.4462140189301517,0.5350982283160862,4460.258542682658,9800.364321152932,28140.49559765749,1728000.0,0.07704132,604.0232,558,1094,2764800.0,0.0
1009,0.07347941432419478,2.847876191810009e-05,4.671077385163307e-08,0.9602097015402828,0.2596468110294042,0.4135184935539936,6707.076208565394,9800.306616947772,14901.418698935728,1641600.0,0.07704132,604.0232,558,1094,2764800.0,0.0
